order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,delivery_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_risk_flag,total_complaints,avg_resolution_days,avg_compensation
o00286,c0402,business,2025-07-05 21:37:00,6,west,east,low,84.75,app,0,dl00421,d026,v039,h02,2025-07-05 22:02:00,2025-07-06 03:09:23.122074,ontime,17.73,1,0,4.49,8.92,1,0.0,0.0,0.0
o00288,c0542,medical,2025-09-08 18:21:00,4,south,central,low,56.47,app,0,dl00025,d130,v098,h04,2025-09-08 19:57:00,2025-09-08 22:37:15.665186,ontime,7.41,0,0,5.0,7.2,1,0.0,0.0,0.0
o00289,c0574,parcel,2024-08-23 23:39:00,24,north,east,high,20.53,app,0,dl00722,d097,v083,h04,2024-08-24 02:33:00,2024-08-25 00:27:20.637871,ontime,16.76,0,0,4.24,19.9,1,0.0,0.0,0.0
o00292,c0060,parcel,2025-10-29 17:45:00,12,ctr,west,medium,59.59,app,0,dl00857,d050,v045,h05,2025-10-29 18:17:00,2025-10-30 10:11:21.327276,delayed,11.07,2,0,2.72,10.06,1,0.0,0.0,0.0
o00293,c0165,parcel,2025-04-09 17:17:00,6,ctr,east,critical,67.89,app,0,dl00416,d067,v059,h04,2025-04-09 18:24:00,2025-04-10 00:16:42.565598,ontime,4.61,1,0,4.01,10.53,1,0.0,0.0,0.0
o00294,c0486,parcel,2025-01-05 16:33:00,1,airport,airport,low,82.04,app,0,dl00604,d064,v111,h07,2025-01-05 17:44:00,2025-01-05 19:37:29.599098,ontime,20.21,1,0,4.67,17.56,1,0.0,0.0,0.0
o00296,c0400,retail,2024-01-10 17:30:00,6,south,north,medium,10.85,app,0,dl00522,d129,v013,h04,2024-01-10 19:26:00,2024-01-11 00:39:30.858716,ontime,10.01,0,0,4.54,8.94,1,1.0,6.0,31.84
o00297,c0560,passenger,2024-04-12 20:51:00,6,airport,riverside,low,151.53,web,0,dl00009,d088,v029,h05,2024-04-12 21:33:00,2024-04-13 01:18:52.673288,ontime,40.23,1,0,3.7,15.78,1,0.0,0.0,0.0
o00298,c0184,parcel,2025-01-06 04:40:00,4,west,north,low,28.65,web,0,dl00552,d115,v010,h01,2025-01-06 07:28:00,2025-01-06 09:41:48.771576,ontime,1.9,1,0,4.8,13.26,1,0.0,0.0,0.0
o00300,c0512,retail,2024-04-02 00:39:00,4,riverside,south,low,33.34,app,1,dl00372,d087,v090,h02,2024-04-02 01:57:00,2024-04-02 04:31:19.626971,ontime,6.81,0,0,4.87,8.41,1,1.0,9.0,18.405
o00302,c0558,retail,2025-07-10 16:13:00,24,riverside,central,high,228.25,web,0,dl00053,d018,v099,h01,2025-07-10 18:38:00,2025-07-11 17:06:29.590655,ontime,14.14,0,0,3.63,10.32,1,0.0,0.0,0.0
o00303,c0514,retail,2025-07-22 05:16:00,4,central,south,medium,48.67,web,0,dl00230,d055,v037,h06,2025-07-22 05:41:00,2025-07-23 00:56:58.415169,failed,14.85,1,0,2.34,13.21,1,0.0,0.0,0.0
o00306,c0613,passenger,2024-06-14 16:01:00,4,north,north,low,42.22,phone,0,dl00486,d052,v114,h01,2024-06-14 17:09:00,2024-06-15 05:57:57.188614,failed,14.52,0,1,4.61,14.81,1,0.0,0.0,0.0
o00308,c0458,passenger,2025-03-28 15:13:00,12,airport,west,medium,100.44,api,0,dl00659,d046,v082,h02,2025-03-28 16:40:00,2025-03-29 03:35:29.941238,ontime,34.92,2,0,4.31,16.73,1,0.0,0.0,0.0
o00312,c0164,passenger,2025-11-06 23:00:00,6,east,east,medium,124.24,app,0,dl00569,d066,v116,h01,2025-11-07 01:03:00,2025-11-07 05:18:29.822078,ontime,20.95,1,0,4.56,19.6,1,0.0,0.0,0.0
o00313,c0616,medical,2024-03-08 20:58:00,24,south,north,low,11.11,app,0,dl00004,d116,v055,h02,2024-03-08 23:31:00,2024-03-09 23:30:08.103702,delayed,16.42,0,0,4.18,13.62,1,0.0,0.0,0.0
o00315,c0494,parcel,2024-12-25 01:14:00,4,north,south,low,159.29,app,0,dl00532,d009,v104,h02,2024-12-25 03:30:00,2024-12-25 08:59:02.760085,ontime,16.49,1,0,4.55,10.37,1,0.0,0.0,0.0
o00316,c0094,medical,2025-07-31 12:26:00,6,west,west,low,53.63,app,0,dl00777,d064,v088,h05,2025-07-31 14:43:00,2025-07-31 20:19:26.952510,ontime,13.91,0,0,3.58,13.71,1,0.0,0.0,0.0
o00317,c0094,passenger,2025-01-19 21:40:00,6,riverside,west,high,236.09,app,1,dl00734,d106,v089,h02,2025-01-19 23:25:00,2025-01-20 05:14:31.689455,ontime,12.54,0,0,3.99,12.79,1,0.0,0.0,0.0
o00318,c0009,retail,2024-08-17 00:16:00,6,riverside,south,low,84.27,web,1,dl00602,d157,v009,h03,2024-08-17 01:09:00,2024-08-17 11:45:54.685050,delayed,7.02,1,1,2.86,11.51,1,0.0,0.0,0.0
o00319,c0335,business,2024-01-22 08:45:00,24,ctr,airport,low,124.48,app,0,dl00570,d017,v028,h08,2024-01-22 10:23:00,2024-01-23 06:55:15.896869,ontime,20.67,1,0,5.0,9.88,1,0.0,0.0,0.0
o00322,c0495,business,2025-03-11 20:17:00,4,ctr,south,high,61.55,app,0,dl00494,d072,v058,h08,2025-03-11 22:48:00,2025-03-12 01:38:13.776857,ontime,14.05,2,0,4.29,11.2,1,0.0,0.0,0.0
o00323,c0487,retail,2024-11-01 15:13:00,4,south,north,low,22.09,phone,0,dl00708,d089,v035,h07,2024-11-01 15:56:00,2024-11-01 20:54:40.422808,ontime,7.15,1,0,4.49,3.79,1,0.0,0.0,0.0
o00324,c0019,passenger,2025-08-06 05:30:00,1,south,riverside,high,131.3,app,1,dl00546,d095,v052,h04,2025-08-06 07:36:00,2025-08-06 06:15:57.544779,ontime,8.95,2,0,4.11,10.57,1,0.0,0.0,0.0
o00325,c0259,passenger,2024-09-30 04:52:00,2,north,south,medium,70.71,web,0,dl00253,d126,v033,h08,2024-09-30 05:43:00,2024-09-30 07:09:22.633894,ontime,5.12,1,0,4.24,9.16,1,0.0,0.0,0.0
o00326,c0178,passenger,2024-11-03 09:05:00,12,west,west,medium,242.48,web,0,dl00742,d056,v033,h06,2024-11-03 10:06:00,2024-11-04 02:59:58.168600,delayed,13.55,0,1,2.51,15.1,1,1.0,11.0,18.405
o00327,c0435,retail,2024-12-05 00:31:00,4,north,north,low,90.61,api,0,dl00612,d166,v022,h07,2024-12-05 03:28:00,2024-12-05 03:46:56.748222,ontime,8.47,1,0,4.42,13.57,1,0.0,0.0,0.0
o00328,c0491,business,2024-09-12 05:20:00,2,east,south,medium,37.78,app,0,dl00687,d168,v072,h06,2024-09-12 07:45:00,2024-09-12 07:31:07.085573,ontime,16.38,2,0,5.0,15.23,1,0.0,0.0,0.0
o00331,c0399,parcel,2024-02-23 06:54:00,6,riverside,east,medium,36.77,app,0,dl00338,d085,v053,h05,2024-02-23 09:42:00,2024-02-23 14:36:51.779770,ontime,12.27,2,0,4.32,14.93,1,0.0,0.0,0.0
o00332,c0110,business,2025-01-04 01:49:00,12,north,riverside,medium,93.33,phone,0,dl00921,d063,v108,h08,2025-01-04 02:49:00,2025-01-05 01:59:36.355790,failed,6.36,0,0,2.34,9.47,1,0.0,0.0,0.0
o00333,c0123,medical,2025-03-25 05:27:00,6,east,central,medium,71.97,app,0,dl00745,d092,v072,h07,2025-03-25 06:36:00,2025-03-25 23:16:54.876514,failed,11.35,0,0,4.29,13.37,1,1.0,6.0,24.95
o00334,c0500,parcel,2024-05-23 09:43:00,4,riverside,south,high,62.54,api,0,dl00134,d135,v071,h03,2024-05-23 12:01:00,2024-05-23 14:46:57.080638,ontime,13.27,0,0,3.88,7.63,1,0.0,0.0,0.0
o00335,c0482,passenger,2024-01-26 03:09:00,24,north,airport,high,227.61,api,1,dl00927,d152,v077,h01,2024-01-26 03:48:00,2024-01-27 03:24:27.480673,ontime,5.36,0,0,5.0,13.63,1,1.0,18.0,31.16
o00336,c0115,retail,2024-01-10 04:58:00,6,west,ctr,critical,108.38,app,0,dl00944,d009,v067,h06,2024-01-10 06:09:00,2024-01-10 10:20:19.874213,ontime,16.01,2,0,4.04,12.32,1,1.0,7.0,14.36
o00337,c0463,retail,2024-11-05 04:32:00,6,west,airport,critical,68.13,app,1,dl00516,d141,v117,h01,2024-11-05 06:45:00,2024-11-05 16:55:42.237731,delayed,21.23,2,0,1.57,10.77,1,0.0,0.0,0.0
o00338,c0648,passenger,2024-12-26 03:48:00,6,riverside,riverside,medium,38.31,app,0,dl00865,d148,v042,h01,2024-12-26 06:10:00,2024-12-26 11:25:57.005387,ontime,7.72,0,0,3.6,16.7,1,0.0,0.0,0.0
o00340,c0127,retail,2025-02-10 02:26:00,2,ctr,airport,high,89.8,app,0,dl00234,d056,v028,h01,2025-02-10 03:37:00,2025-02-10 06:18:46.049848,ontime,13.52,1,0,2.88,6.77,1,0.0,0.0,0.0
o00342,c0643,passenger,2025-11-12 22:25:00,6,north,south,low,187.9,web,0,dl00630,d153,v004,h08,2025-11-13 00:22:00,2025-11-13 04:27:35.276518,ontime,13.33,0,0,3.97,5.52,1,0.0,0.0,0.0
o00343,c0184,business,2024-12-09 01:37:00,2,ctr,south,medium,81.36,app,0,dl00347,d026,v030,h03,2024-12-09 02:01:00,2024-12-09 11:31:00.186861,delayed,15.62,0,1,3.94,18.0,1,0.0,0.0,0.0
o00344,c0594,parcel,2024-08-28 06:50:00,6,central,north,medium,104.62,api,1,dl00565,d151,v022,h06,2024-08-28 08:16:00,2024-08-28 10:17:14.247044,ontime,14.95,2,0,3.82,8.75,1,0.0,0.0,0.0
o00345,c0337,retail,2025-10-04 22:00:00,6,east,central,high,27.35,phone,0,dl00544,d154,v082,h08,2025-10-04 22:41:00,2025-10-05 13:48:30.623730,delayed,13.93,2,0,3.17,8.53,1,0.0,0.0,0.0
o00347,c0004,parcel,2025-09-01 07:36:00,12,south,south,medium,78.58,nan,0,dl00335,d082,v069,h05,2025-09-01 08:39:00,2025-09-01 19:54:32.954454,ontime,12.56,0,0,4.4,15.64,1,0.0,0.0,0.0
o00348,c0372,parcel,2025-03-16 22:06:00,2,north,south,high,58.25,web,0,dl00409,d047,v094,h04,2025-03-17 00:31:00,2025-03-16 22:30:00.000000,ontime,8.1,0,0,2.89,10.1,1,1.0,15.0,34.82
o00350,c0197,retail,2024-11-20 02:56:00,4,east,west,high,13.42,app,0,dl00666,d055,v066,h05,2024-11-20 04:37:00,2024-11-20 06:18:52.302593,ontime,5.38,0,0,4.67,10.56,1,0.0,0.0,0.0
o00351,c0259,parcel,2024-04-22 03:31:00,1,airport,west,medium,20.77,web,1,dl00525,d038,v006,h01,2024-04-22 05:04:00,2024-04-22 05:42:26.815920,ontime,28.2,2,0,4.04,19.16,1,2.0,8.0,10.375
o00352,c0097,parcel,2024-05-19 16:27:00,4,airport,north,low,271.29,app,0,dl00287,d138,v099,h01,2024-05-19 17:01:00,2024-05-19 21:25:24.547937,ontime,36.08,2,0,4.24,24.5,1,0.0,0.0,0.0
o00354,c0154,parcel,2025-12-02 17:09:00,2,east,riverside,low,78.37,web,0,dl00101,d141,v115,h06,2025-12-02 18:06:00,2025-12-02 19:18:47.006775,ontime,21.63,0,0,4.12,14.3,1,0.0,0.0,0.0
o00355,c0006,passenger,2025-10-10 23:34:00,4,riverside,riverside,medium,59.47,app,0,dl00912,d011,v095,h02,2025-10-11 00:12:00,2025-10-11 15:59:08.940020,delayed,21.47,2,0,3.69,9.33,1,0.0,0.0,0.0
o00356,c0430,medical,2025-05-27 03:33:00,4,riverside,airport,medium,64.6,app,0,dl00817,d097,v078,h01,2025-05-27 05:41:00,2025-05-27 07:33:29.622512,ontime,10.07,0,0,3.25,17.74,1,0.0,0.0,0.0
o00357,c0608,retail,2024-12-28 15:58:00,2,central,south,medium,171.28,phone,0,dl00608,d143,v042,h01,2024-12-28 16:27:00,2024-12-28 16:28:21.233113,ontime,9.33,2,0,4.24,8.18,1,0.0,0.0,0.0
o00358,c0273,passenger,2024-03-20 11:13:00,4,riverside,central,low,94.51,app,0,dl00048,d045,v093,h05,2024-03-20 13:40:00,2024-03-20 18:11:50.892104,delayed,7.37,0,0,3.33,14.67,1,0.0,0.0,0.0
o00359,c0048,passenger,2024-08-17 23:04:00,24,east,central,high,134.58,web,0,dl00510,d057,v004,h01,2024-08-17 23:15:00,2024-08-18 20:50:19.862546,ontime,12.07,0,0,4.04,18.19,1,0.0,0.0,0.0
o00361,c0345,business,2024-01-16 08:17:00,1,east,south,low,256.22,app,0,dl00613,d102,v020,h04,2024-01-16 11:16:00,2024-01-16 10:11:31.409394,ontime,14.31,2,0,4.93,15.26,1,0.0,0.0,0.0
o00363,c0230,passenger,2025-06-04 01:26:00,4,riverside,south,high,35.91,app,1,dl00170,d020,v093,h04,2025-06-04 03:57:00,2025-06-04 05:40:45.827408,ontime,10.59,0,0,4.07,10.74,1,0.0,0.0,0.0
o00365,c0237,medical,2024-01-11 10:44:00,4,east,west,low,21.18,phone,1,dl00662,d118,v013,h03,2024-01-11 13:00:00,2024-01-11 14:14:42.407650,ontime,21.14,0,0,4.62,16.89,1,0.0,0.0,0.0
o00366,c0592,business,2024-02-12 20:29:00,24,central,south,high,52.46,app,0,dl00369,d011,v044,h05,2024-02-12 22:37:00,2024-02-14 06:15:16.530828,delayed,13.48,0,0,1.44,12.48,1,0.0,0.0,0.0
o00368,c0552,business,2024-12-04 22:26:00,4,central,north,high,89.38,app,1,dl00803,d080,v093,h05,2024-12-05 00:47:00,2024-12-05 02:50:15.142329,ontime,13.02,3,0,3.98,12.99,1,1.0,6.0,41.06
o00369,c0093,business,2024-10-02 12:27:00,6,ctr,riverside,medium,70.75,phone,0,dl00824,d036,v080,h02,2024-10-02 13:42:00,2024-10-03 02:44:49.779290,failed,10.19,2,0,4.45,7.81,1,1.0,15.0,12.62
o00370,c0021,parcel,2024-11-21 17:26:00,4,south,south,high,74.04,phone,0,dl00070,d018,v036,h07,2024-11-21 18:37:00,2024-11-21 21:57:39.434015,ontime,16.35,0,0,4.64,18.11,1,0.0,0.0,0.0
o00371,c0530,business,2025-01-27 04:24:00,4,north,north,medium,73.83,web,1,dl00766,d082,v088,h07,2025-01-27 04:54:00,2025-01-27 12:48:47.192242,failed,10.55,0,0,2.58,13.84,1,0.0,0.0,0.0
o00372,c0536,parcel,2025-01-29 13:51:00,2,south,riverside,low,57.99,app,1,dl00936,d087,v098,h03,2025-01-29 15:05:00,2025-01-29 14:49:44.580725,ontime,5.84,2,0,4.74,11.21,1,0.0,0.0,0.0
o00375,c0012,medical,2024-09-17 22:39:00,4,central,east,high,150.39,phone,0,dl00205,d039,v024,h03,2024-09-17 23:26:00,2024-09-18 02:13:34.429413,ontime,7.16,3,0,4.17,12.58,1,0.0,0.0,0.0
o00376,c0286,passenger,2025-01-21 07:52:00,12,north,west,critical,33.38,api,0,dl00151,d131,v048,h03,2025-01-21 09:34:00,2025-01-21 19:14:52.380038,ontime,12.77,1,0,4.77,10.12,1,0.0,0.0,0.0
o00377,c0131,retail,2024-07-22 21:07:00,12,airport,east,medium,213.06,app,1,dl00361,d007,v051,h07,2024-07-22 23:59:00,2024-07-23 12:06:00.358864,ontime,25.24,0,0,4.4,13.28,1,0.0,0.0,0.0
o00380,c0057,passenger,2025-02-19 22:35:00,6,north,north,low,95.96,app,0,dl00783,d099,v015,h07,2025-02-20 00:44:00,2025-02-20 20:49:44.816047,failed,8.95,2,1,1.67,16.86,1,0.0,0.0,0.0
o00381,c0420,parcel,2024-11-28 21:41:00,24,east,west,low,67.67,web,0,dl00861,d056,v094,h05,2024-11-29 00:04:00,2024-11-29 21:39:14.831680,ontime,18.99,0,0,4.91,16.77,1,0.0,0.0,0.0
o00383,c0442,retail,2024-11-19 14:36:00,4,west,east,critical,109.08,app,0,dl00776,d036,v069,h02,2024-11-19 17:12:00,2024-11-19 15:56:11.367810,ontime,15.59,0,0,4.41,14.25,1,0.0,0.0,0.0
o00384,c0469,medical,2024-01-01 15:47:00,4,ctr,central,low,12.58,web,0,dl00890,d103,v020,h03,2024-01-01 16:28:00,2024-01-02 02:33:42.522654,delayed,9.61,0,0,3.51,9.44,1,1.0,16.0,26.41
o00385,c0646,passenger,2025-10-24 15:32:00,4,riverside,riverside,medium,226.69,phone,0,dl00688,d117,v068,h03,2025-10-24 17:08:00,2025-10-24 17:53:05.729635,ontime,17.58,0,0,4.16,13.79,1,1.0,17.0,16.36
o00386,c0250,medical,2024-12-16 18:34:00,6,central,ctr,medium,95.67,web,0,dl00731,d158,v042,h05,2024-12-16 21:08:00,2024-12-17 15:02:20.510372,failed,18.68,3,1,3.05,12.76,1,0.0,0.0,0.0
o00388,c0292,retail,2025-10-06 23:55:00,4,north,riverside,high,66.17,app,0,dl00699,d133,v091,h02,2025-10-07 00:43:00,2025-10-07 04:23:12.272724,ontime,13.59,1,0,4.11,13.94,1,0.0,0.0,0.0
o00389,c0361,passenger,2025-01-22 11:45:00,4,central,riverside,low,65.05,app,0,dl00256,d105,v088,h01,2025-01-22 12:35:00,2025-01-22 19:44:37.435823,delayed,8.17,1,0,3.16,14.91,1,0.0,0.0,0.0
o00390,c0150,passenger,2024-03-06 12:33:00,6,north,north,medium,42.46,web,0,dl00104,d102,v111,h06,2024-03-06 12:50:00,2024-03-06 20:08:19.088413,ontime,8.75,0,0,4.45,7.5,1,0.0,0.0,0.0
o00392,c0356,retail,2025-11-24 10:04:00,6,east,riverside,medium,73.04,app,0,dl00892,d163,v115,h07,2025-11-24 12:15:00,2025-11-24 14:18:34.201194,ontime,9.31,1,0,4.42,14.7,1,0.0,0.0,0.0
o00394,c0479,retail,2024-08-16 19:48:00,12,airport,west,medium,71.08,app,1,dl00015,d067,v056,h04,2024-08-16 22:47:00,2024-08-17 08:15:56.080634,ontime,26.58,3,0,4.47,21.64,1,0.0,0.0,0.0
o00395,c0060,passenger,2024-09-28 08:58:00,1,west,east,medium,20.16,web,0,dl00434,d031,v063,h04,2024-09-28 10:53:00,2024-09-28 18:08:55.461530,delayed,16.69,0,1,3.34,16.51,1,0.0,0.0,0.0
o00396,c0475,retail,2025-04-29 23:22:00,12,central,east,medium,63.67,app,0,dl00507,d021,v030,h07,2025-04-30 00:13:00,nan,delayed,15.18,2,0,2.53,10.76,1,0.0,0.0,0.0
o00397,c0417,parcel,2025-06-18 18:30:00,12,airport,south,medium,42.94,app,1,dl00232,d050,v101,h06,2025-06-18 19:47:00,2025-06-19 09:18:18.249166,ontime,29.8,1,0,3.71,14.58,1,0.0,0.0,0.0
o00399,c0644,parcel,2024-03-08 16:23:00,4,central,airport,low,30.74,app,0,dl00922,d112,v090,h07,2024-03-08 19:10:00,2024-03-08 22:43:49.202012,delayed,12.65,5,1,3.39,14.07,1,0.0,0.0,0.0
o00400,c0426,retail,2025-06-20 06:33:00,6,north,east,high,145.15,web,1,dl00130,d113,v042,h03,2025-06-20 08:41:00,2025-06-20 12:30:11.038552,ontime,17.1,0,0,3.87,13.53,1,1.0,12.0,10.94
o00401,c0252,medical,2024-06-22 11:15:00,24,east,airport,low,28.61,web,0,dl00873,d049,v107,h07,2024-06-22 12:48:00,2024-06-23 10:19:08.707674,ontime,10.68,0,0,3.77,10.34,1,1.0,11.0,61.11
o00402,c0104,retail,2025-11-20 05:09:00,4,west,east,medium,121.87,app,1,dl00072,d110,v027,h05,2025-11-20 06:20:00,2025-11-20 19:21:38.642714,delayed,28.51,0,0,3.28,15.11,1,0.0,0.0,0.0
o00404,c0139,passenger,2025-10-17 20:55:00,1,south,airport,medium,213.39,phone,0,dl00811,d160,v082,h01,2025-10-17 23:22:00,2025-10-17 21:59:16.160742,ontime,8.18,0,0,3.16,10.81,1,1.0,7.0,8.19
o00405,c0055,business,2024-02-14 10:24:00,6,ctr,riverside,critical,142.88,app,0,dl00842,d102,v114,h07,2024-02-14 12:17:00,2024-02-14 16:30:15.173103,ontime,5.55,1,0,3.88,8.89,1,0.0,0.0,0.0
o00406,c0631,retail,2025-01-05 13:07:00,2,airport,riverside,critical,59.17,app,0,dl00200,d160,v106,h06,2025-01-05 13:23:00,2025-01-05 14:10:14.767186,ontime,31.46,2,0,4.38,16.38,1,2.0,6.5,24.98
o00407,c0575,medical,2025-02-23 04:44:00,12,west,ctr,high,189.02,web,0,dl00884,d056,v105,h01,2025-02-23 07:26:00,2025-02-23 18:31:02.305838,ontime,12.58,1,0,4.81,14.99,1,0.0,0.0,0.0
o00408,c0446,parcel,2024-09-14 12:06:00,24,north,west,high,58.75,app,0,dl00454,d102,v088,h04,2024-09-14 14:20:00,2024-09-15 12:01:49.742714,ontime,8.57,0,0,3.94,18.59,1,0.0,0.0,0.0
o00409,c0065,passenger,2025-01-08 11:42:00,6,south,north,medium,38.48,app,0,dl00855,d154,v076,h08,2025-01-08 12:04:00,2025-01-09 09:15:54.067994,delayed,7.29,0,0,3.36,13.69,1,0.0,0.0,0.0
o00412,c0601,passenger,2024-10-08 12:18:00,6,north,airport,critical,54.76,app,0,dl00420,d093,v078,h05,2024-10-08 14:08:00,2024-10-08 18:14:08.619955,ontime,10.0,0,0,4.12,9.3,1,0.0,0.0,0.0
o00413,c0183,passenger,2025-04-01 22:07:00,4,airport,north,low,35.52,app,0,dl00571,d003,v029,h01,2025-04-01 22:46:00,2025-04-02 03:26:31.358277,ontime,23.53,3,0,4.5,14.49,1,0.0,0.0,0.0
o00414,c0023,parcel,2025-04-05 20:30:00,6,south,west,medium,283.98,app,0,dl00427,d165,v058,h07,2025-04-05 22:47:00,2025-04-06 01:32:54.763589,ontime,9.53,0,0,3.92,9.98,1,1.0,4.0,16.83
o00415,c0591,retail,2024-06-27 16:09:00,4,ctr,riverside,medium,19.76,app,0,dl00542,d125,v114,h02,2024-06-27 18:22:00,2024-06-27 21:23:54.066359,ontime,7.18,0,0,4.19,5.99,1,0.0,0.0,0.0
o00416,c0552,medical,2024-01-07 21:08:00,2,airport,airport,high,26.83,app,0,dl00095,d031,v005,h08,2024-01-07 23:00:00,2024-01-07 21:37:11.579245,ontime,28.69,1,0,5.0,13.48,1,0.0,0.0,0.0
o00417,c0486,retail,2025-01-10 15:33:00,4,south,riverside,low,113.56,nan,0,dl00939,d007,v076,h01,2025-01-10 17:25:00,2025-01-10 21:08:01.948187,ontime,1.2,0,0,4.17,11.3,1,2.0,2.5,3.16
o00418,c0467,passenger,2025-11-07 07:39:00,12,riverside,south,critical,46.83,web,0,dl00327,d102,v023,h04,2025-11-07 07:55:00,2025-11-07 19:57:47.382670,ontime,9.17,0,0,4.78,9.88,1,0.0,0.0,0.0
o00420,c0506,business,2025-01-25 08:01:00,4,riverside,east,low,40.04,phone,0,dl00513,d168,v043,h02,2025-01-25 09:44:00,2025-01-25 21:24:13.161385,delayed,12.02,0,0,3.75,18.86,1,0.0,0.0,0.0
o00421,c0599,parcel,2025-07-23 06:00:00,24,riverside,east,medium,37.25,app,0,dl00073,d141,v092,h08,2025-07-23 07:06:00,2025-07-24 05:47:40.524208,ontime,19.34,3,0,4.68,17.54,1,1.0,6.0,8.74
o00422,c0034,passenger,2025-08-07 08:03:00,6,central,west,medium,15.05,app,0,dl00194,d053,v110,h01,2025-08-07 09:57:00,2025-08-07 22:44:40.533037,delayed,8.77,2,0,2.58,9.97,1,0.0,0.0,0.0
o00424,c0563,business,2025-07-11 08:58:00,12,riverside,west,medium,43.18,app,0,dl00821,d074,v080,h07,2025-07-11 10:13:00,2025-07-11 21:18:17.587417,ontime,1.9,4,0,3.85,9.03,1,0.0,0.0,0.0
o00425,c0550,passenger,2024-11-27 08:15:00,4,airport,east,high,78.8,web,0,dl00129,d030,v078,h08,2024-11-27 08:41:00,2024-11-27 12:07:10.344970,ontime,21.27,3,0,5.0,11.59,1,1.0,10.0,38.03
o00426,c0383,business,2024-09-28 14:05:00,2,riverside,riverside,low,82.0,web,0,dl00829,d101,v008,h03,2024-09-28 15:10:00,2024-09-28 16:18:55.493540,ontime,7.91,2,0,3.83,6.45,1,0.0,0.0,0.0
o00427,c0151,parcel,2025-06-21 20:31:00,1,ctr,west,medium,166.06,app,0,dl00596,d102,v065,h06,2025-06-21 23:24:00,2025-06-21 21:57:52.381021,ontime,16.37,0,0,4.1,8.58,1,0.0,0.0,0.0
o00428,c0275,medical,2024-03-31 06:08:00,1,west,airport,high,72.42,web,0,dl00597,d049,v043,h07,2024-03-31 06:54:00,2024-03-31 06:32:00.000000,ontime,1.2,0,0,4.12,3.74,1,0.0,0.0,0.0
o00429,c0466,passenger,2025-03-09 09:39:00,1,riverside,south,medium,20.27,app,0,dl00520,d055,v040,h01,2025-03-09 11:12:00,2025-03-09 21:37:26.844290,delayed,3.14,1,0,3.03,11.42,1,0.0,0.0,0.0
o00430,c0029,retail,2025-01-15 01:45:00,12,central,south,medium,40.49,api,0,dl00664,d152,v027,h07,2025-01-15 03:49:00,2025-01-15 20:16:09.639972,failed,20.64,1,1,3.36,25.46,1,1.0,11.0,7.71
o00431,c0425,retail,2025-03-29 12:23:00,4,south,riverside,medium,24.45,app,0,dl00746,d002,v097,h02,2025-03-29 13:29:00,2025-03-29 17:02:43.497442,ontime,14.4,1,0,3.32,11.96,1,0.0,0.0,0.0
o00433,c0633,retail,2024-10-29 13:27:00,12,ctr,central,medium,85.59,phone,0,dl00304,d036,v024,h08,2024-10-29 16:23:00,2024-10-30 06:42:08.707870,failed,11.81,0,1,2.83,10.31,1,0.0,0.0,0.0
o00434,c0500,parcel,2025-10-25 19:51:00,1,airport,riverside,high,45.89,app,0,dl00122,d122,v092,h01,2025-10-25 21:25:00,2025-10-25 20:15:00.000000,ontime,29.52,4,0,4.63,10.56,1,0.0,0.0,0.0
o00435,c0102,retail,2024-09-19 11:15:00,4,south,ctr,medium,47.28,phone,1,dl00340,d086,v024,h05,2024-09-19 13:43:00,2024-09-19 14:58:25.664734,ontime,22.6,0,0,3.8,20.75,1,0.0,0.0,0.0
o00436,c0218,medical,2025-01-29 18:08:00,1,airport,north,critical,56.57,web,0,dl00675,d120,v008,h07,2025-01-29 18:44:00,2025-01-29 18:32:00.000000,ontime,23.3,3,0,3.5,13.77,1,0.0,0.0,0.0
o00437,c0618,retail,2025-09-25 06:54:00,4,airport,riverside,medium,98.88,app,0,dl00484,d144,v079,h02,2025-09-25 07:59:00,2025-09-25 13:47:34.696350,ontime,21.25,2,0,3.95,12.17,1,1.0,15.0,19.97
o00438,c0491,business,2025-12-29 18:23:00,4,north,west,low,27.39,phone,0,dl00321,d119,v052,h03,2025-12-29 18:51:00,2025-12-29 22:33:53.325115,ontime,8.71,3,0,4.26,14.34,1,1.0,8.0,29.25
o00439,c0577,medical,2024-03-05 21:13:00,1,north,ctr,high,53.87,web,0,dl00187,d111,v069,h05,2024-03-05 22:08:00,2024-03-06 15:17:27.866312,failed,17.61,1,0,1.53,16.92,1,0.0,0.0,0.0
o00440,c0032,passenger,2024-12-03 02:05:00,12,east,east,high,56.81,app,0,dl00701,d077,v084,h08,2024-12-03 03:36:00,2024-12-04 09:00:24.432584,failed,12.65,0,0,5.0,10.83,1,1.0,2.0,18.72
o00441,c0509,passenger,2025-04-01 12:25:00,12,east,central,critical,77.58,app,0,dl00678,d133,v119,h07,2025-04-01 12:54:00,2025-04-01 23:37:24.658614,ontime,8.13,0,0,4.29,6.46,1,1.0,1.0,16.17
o00442,c0080,business,2025-06-22 13:31:00,4,ctr,west,high,81.32,api,1,dl00285,d001,v097,h07,2025-06-22 14:54:00,2025-06-22 17:41:05.902000,ontime,9.22,0,0,4.95,8.62,1,0.0,0.0,0.0
